bathroomcnt,bedroomcnt,calculatedfinishedsquarefeet,propertylandusetypeid,yearbuilt,structuretaxvaluedollarcnt,assessmentyear,logerror,rf_logerror,stacking_logerror,DNN_logerror,id2
1,1,600,266,1973,74000,2016,-0.51435101,-0.149092579,-0.13289487,-0.031362921,06037194402
2,2,1175,266,1981,75000,2015,0.938348253,0.299323416,0.47685763,-0.033400789,06037190520
2,2,1175,266,1981,76143,2016,0.938348253,0.316931608,0.46967143,-0.034352034,06037190520
3,2,1727,266,1985,230617,2015,0.21057663,-0.095887267,-0.08803427,-0.034300212,06037189905
3,2,1727,266,1985,234133,2016,0.21057663,-0.098939127,-0.08513892,-0.027281962,06037189905
2,2,1930,261,1920,49952,2015,1.645177802,0.215855531,0.44679272,-0.034971979,06037194101
2,2,1930,261,1920,50713,2016,1.645177802,0.310134927,0.3283079,-0.031548973,06037194101
1,1,733,266,1955,77481,2015,0.981221198,0.229766006,0.28599277,-0.038059685,060377002
1,1,733,266,1955,78662,2016,0.981221198,0.231567698,0.24347758,-0.035193842,060377002
2,1,1024,266,1970,174328,2015,-0.095810888,0.007681713,0.000545472,-0.035256036,060377003
2,1,1024,266,1970,176986,2016,-0.095810888,0.014116247,-0.00127399,-0.031913951,060377003
1,1,550,261,1936,102859,2015,0.205550868,0.162758252,0.19547075,-0.056648701,060371942
1,1,550,261,1936,104427,2016,0.205550868,0.191448823,0.26747847,-0.043677289,060371942
2,3,2051,261,1966,113675,2015,1.348740808,0.374771781,0.7799764,-0.019257003,06037261101
2,3,2051,261,1966,115408,2016,1.348740808,0.351205025,0.73696357,-0.040486798,06037261101
5,6,4356,261,1923,510130,2015,0.632409483,0.28415832,0.4346875,0.062441196,06037189701
5,6,4356,261,1923,517909,2016,0.632409483,0.286581152,0.3193589,0.018696725,06037189701
2,2,1395,261,1951,158702,2015,-0.482822438,-0.131768423,-0.116517425,-0.044936046,060371896
2,2,1395,261,1951,161122,2016,-0.482822438,-0.102413527,-0.1168614,-0.045585133,060371896
3,5,2684,261,1946,216215,2015,0.618905542,0.16191442,0.15678617,0.011300009,060371893
3,5,2684,261,1946,219512,2016,0.618905542,0.166065902,0.19068515,-0.035666626,060371893
3,4,2310,261,1946,418500,2015,-0.012107666,-0.199908903,-0.25608355,-0.022218226,06037188202
3,4,2310,261,1946,489100,2016,-0.012107666,-0.190311196,-0.24491525,-0.048313513,06037188202
1,3,1232,261,1926,22334,2015,-0.229749364,-0.022586821,-0.057380676,-0.026617736,060373004
1,3,1232,261,1926,22674,2016,-0.229749364,-0.022498363,-0.03806591,-0.055170923,060373004
2,3,1698,261,1960,157076,2015,-0.114491488,-0.117698332,-0.12809843,-0.063963994,060373101
2,3,1698,261,1960,159471,2016,-0.114491488,-0.107401684,-0.193991,-0.021747533,060373101
1,2,1071,261,1949,97402,2015,0.115802809,0.009240524,-0.032212734,-0.056588732,06037300601
1,2,1071,261,1949,98887,2016,0.115802809,-0.004553415,-0.043659747,-0.039576445,06037300601
3,2,1111,266,1988,195169,2015,-0.339139325,-0.195726941,-0.20197695,-0.032755502,060373006
3,2,1111,266,1988,198145,2016,-0.339139325,-0.183703047,-0.19714397,-0.018881444,060373006
1,2,660,261,1922,97918,2015,-0.165122425,-0.031129195,-0.032979608,-0.064656854,06037300702
1,2,660,261,1922,99411,2016,-0.165122425,-0.042087812,-0.05593556,-0.055160947,06037300702
2,3,2147,261,1948,88720,2015,0.018066358,-0.004624848,-0.052776635,-0.041012965,060373013
2,3,2147,261,1948,90072,2016,0.018066358,-0.012880782,0.03226322,-0.021170612,060373013
6,4,3685,261,2003,680225,2015,0.243106465,0.14356273,0.13488176,0.092166752,06037300702
6,4,3685,261,2003,690598,2016,0.243106465,0.147514699,0.07599071,0.096423209,06037300702
3,4,2837,261,1979,208142,2015,-0.547998329,0.049547501,0.079258054,-0.003409028,06037300901
3,4,2837,261,1979,211316,2016,-0.547998329,0.017192069,0.05841708,0.003065292,06037300901
2,3,2118,261,1949,61177,2015,0.047636901,0.094909661,0.108914346,-0.036598295,060373010
2,3,2118,261,1949,62109,2016,0.047636901,0.087191249,0.21261248,-0.016595293,060373010
1,2,1260,261,1920,98011,2015,-0.619812506,-0.104760509,-0.21277124,-0.05575351,06037302103
1,2,1260,261,1920,114180,2016,-0.619812506,-0.143517688,-0.2635656,-0.053345874,06037302103
2,3,1136,266,1991,145081,2015,0.363860671,0.090991688,0.0379788,-0.04879012,06037462001
2,3,1136,266,1991,147293,2016,0.363860671,0.090809183,0.08063981,-0.032954015,06037462001
1,1,531,266,1978,74832,2015,0.076603964,-0.055342118,-0.112909615,-0.041828953,06037463601
1,1,531,266,1978,75973,2016,0.076603964,-0.0245849,-0.10154873,-0.032766189,06037463601
2,3,1704,261,1954,183066,2015,-0.236602403,-0.180193643,-0.30170143,-0.036766544,060374633
2,3,1704,261,1954,185857,2016,-0.236602403,-0.179266818,-0.30722326,-0.029648021,060374633
2,2,1536,261,1947,138000,2015,-0.482822438,-0.208163924,-0.15716708,-0.051252872,060374629
2,2,1536,261,1947,138000,2015,-0.069590288,-0.208163924,-0.15716708,-0.051252872,060374629
2,2,1536,261,1947,138000,2016,-0.482822438,-0.209915409,-0.17964101,-0.021815304,060374629
2,2,1536,261,1947,138000,2016,-0.069590288,-0.209915409,-0.17964101,-0.021815304,060374629
2,2,1852,261,1940,224799,2015,1.106141657,0.123287557,0.22653124,-0.034123942,06037463102
2,2,1852,261,1940,228227,2016,1.106141657,0.150620552,0.25545895,-0.025083609,06037463102
3,3,1690,266,1979,236656,2015,0.284804728,0.030908456,0.019951612,-0.025178149,060374630
3,3,1690,266,1979,240265,2016,0.284804728,0.00129151,0.019957572,0.000355329,060374630
3,3,2157,261,1951,76477,2015,-0.243120735,-0.13234291,-0.21763563,-0.023889724,060374304
3,3,2157,261,1951,77643,2016,-0.243120735,-0.124482156,-0.17515028,0.031389099,060374304
3,4,2662,261,1951,336414,2015,0.26187247,0.128568159,0.24313384,-0.008350328,060374306
3,4,2662,261,1951,341544,2016,0.26187247,0.132528224,0.21510687,0.005608577,060374306
4,4,2720,261,1966,162614,2015,0.474901078,0.192399664,0.25056896,-0.014866438,060374306
4,4,2720,261,1966,165093,2016,0.474901078,0.203720131,0.19763839,0.051839653,060374306
3,3,1715,266,1980,217079,2015,0.204541825,0.056059414,0.08598745,-0.026242834,06037430721
3,3,1715,266,1980,220389,2016,0.204541825,0.047872965,0.116089374,-0.000926707,06037430721
2,3,1866,261,1958,212546,2015,-0.889568279,-0.375626109,-0.17058063,-0.048763391,06037460502
2,3,1866,261,1958,215787,2016,-0.889568279,-0.390121337,-0.4040556,-0.034868911,06037460502
3,2,2070,269,1966,171380,2015,-0.095991452,-0.000348784,-0.012320757,-0.047894936,06037460501
3,2,2070,269,1966,173993,2016,-0.095991452,-0.003446967,-0.019980192,0.0219432,06037460501
1,2,958,261,1952,61869,2015,-0.225159755,0.00235494,-0.038613915,-0.052935965,06037460302
1,2,958,261,1952,62812,2016,-0.225159755,0.013106784,-0.08315194,-0.035752974,06037460302
1,2,800,261,1949,22008,2015,0.07117264,0.091640438,-0.032178044,-0.054794431,060374611
1,2,800,261,1949,76143,2016,0.07117264,-0.051230782,-0.12158644,-0.038275391,060374611
1,2,1121,261,1936,120661,2015,-0.218699933,-0.211740679,-0.24078554,-0.044992067,060374613
1,2,1121,261,1936,122501,2016,-0.218699933,-0.22087108,-0.2738312,-0.035775159,060374613
1,3,1124,261,1939,119290,2015,-0.72662855,-0.203586482,-0.27366507,-0.026686093,060374613
1,3,1124,261,1939,112000,2016,-0.72662855,-0.18946891,-0.26538116,-0.046696413,060374613
3,3,2292,261,1964,326000,2015,-0.830300765,-0.488223321,-0.5815109,-0.076644436,060373001
3,3,2292,261,1964,358100,2016,-0.830300765,-0.463773724,-0.4900489,-0.037049819,060373001
2,2,1038,246,1936,14658,2015,1.628152269,0.481080125,0.5324189,-0.027880156,060372373
2,2,1038,246,1936,14881,2016,1.628152269,0.473022461,0.6471708,-0.043388039,060372373
2,3,1619,261,1930,100000,2015,-0.095991452,-0.114482618,-0.11532694,-0.04466261,060372378
2,3,1619,261,1930,101525,2016,-0.095991452,-0.119658274,-0.16896898,-0.035436634,060372378
2,0,1370,246,1915,98990,2015,1.324459439,-0.054223774,-0.18404996,-0.023124697,06037239701
2,0,1370,246,1915,100499,2016,1.324459439,-0.055469825,-0.16460603,-0.044622645,06037239701
1,2,1125,261,1928,43000,2015,1.233204102,0.184905335,0.2537691,-0.046438005,060372382
1,2,1125,261,1928,44432,2016,1.233204102,0.197018683,0.24372739,-0.055683978,060372382
5,6,2830,246,2002,156535,2015,0.271688234,-0.025634664,0.033812553,-0.012441143,06037239702
5,6,2830,246,2002,158922,2016,0.271688234,-0.02263813,-0.061653912,0.000767853,06037239702
2,6,2010,246,1909,187419,2015,-0.138235086,-0.009598483,-0.17695677,-0.040387262,060372402
2,6,2010,246,1909,123000,2016,-0.138235086,-0.030111434,-0.036997497,-0.068776429,060372402
4,8,2490,246,2005,202976,2015,-0.330141877,-0.318680761,-0.3626235,0.02794731,06037240020
4,8,2490,246,2005,206071,2016,-0.330141877,-0.306451503,-0.34313852,0.065685511,06037240020
4,6,1923,246,1922,121828,2015,-1.590812592,-0.118160634,-0.18852532,-0.054858301,060372405
4,6,1923,246,1922,135319,2016,-1.590812592,-0.094658362,-0.16391611,-0.060496017,060372405
2,3,1332,261,2007,130517,2015,0.035567292,0.062412853,0.063814014,-0.032577276,060372427
2,3,1332,261,2007,132507,2016,0.035567292,0.084225139,0.088439316,-0.035805888,060372427
2,3,1184,261,1947,69300,2015,-0.561112494,0.006915682,0.002147257,-0.039420232,06037600302
2,3,1184,261,1947,70356,2016,-0.561112494,0.01354252,0.026177019,-0.034318939,06037600302
1,3,1956,261,1907,79703,2015,-0.401414538,-0.136746697,-0.17643106,-0.053440191,06037600302
1,3,1956,261,1907,97078,2016,-0.401414538,-0.159391748,-0.21359754,-0.049457338,06037600302
2,3,1351,261,1950,61455,2015,0.100361551,0.047992137,0.05773115,-0.033670515,06037602802
2,3,1351,261,1950,62392,2016,0.100361551,0.054310503,0.029849261,-0.024515148,06037602802
2,3,1280,261,1960,40367,2015,-0.151843025,-0.212057499,-0.31859678,-0.030025974,06037291220
2,3,1280,261,1960,40982,2016,-0.151843025,-0.218007381,-0.32475716,-0.02763791,06037291220
2,3,1180,261,1945,106077,2015,-0.342814967,-0.193254307,-0.19742072,-0.043975234,06037541201
2,3,1180,261,1945,107694,2016,-0.342814967,-0.171129006,-0.24384922,-0.030686148,06037541201
1,3,1036,261,1947,86913,2015,0.181609567,0.083780688,0.04162067,-0.023254948,060375430
1,3,1036,261,1947,88238,2016,0.181609567,0.042018868,-0.03739828,-0.048974063,060375430
2,3,1264,261,1947,30159,2015,-0.019896273,-0.036577083,-0.06990069,-0.029055491,060375413
2,3,1264,261,1947,30618,2016,-0.019896273,-0.002773781,-0.037281096,-0.030091012,060375413
3,2,1526,269,1984,83607,2015,0.474901078,0.11309638,0.2374664,-0.034127653,06037542502
3,2,1526,269,1984,83607,2015,-0.551808288,0.11309638,0.2374664,-0.034127653,06037542502
3,2,1526,269,1984,84882,2016,0.474901078,0.140109687,0.22332257,-0.011510858,06037542502
3,2,1526,269,1984,84882,2016,-0.551808288,0.140109687,0.22332257,-0.011510858,06037542502
1,2,854,261,1927,57003,2015,-0.626450791,-0.325444773,-0.41233206,-0.060189471,06037535702
1,2,854,261,1927,57872,2016,-0.626450791,-0.355203908,-0.2637688,-0.041986272,06037535702
1,2,874,261,1940,115021,2015,-0.150864251,-0.125433373,-0.18231708,-0.058786754,06037536103
1,2,874,261,1940,116775,2016,-0.150864251,-0.138751121,-0.16007823,-0.045293853,06037536103
1,2,750,261,1949,24492,2015,-0.035643405,-0.114636431,-0.09474933,-0.026224144,06037551401
1,2,750,261,1949,24865,2016,-0.035643405,-0.09519789,-0.091059566,-0.040006347,06037551401
2,2,764,266,1987,70463,2015,-0.089956648,-0.020675213,-0.005613744,-0.031770017,06037553801
2,2,764,266,1987,71537,2016,-0.089956648,-0.041231903,-0.025666893,-0.035084084,06037553801
2,2,826,266,1989,88498,2015,-0.255310298,-0.097531296,-0.17789298,-0.033060506,06037553601
2,2,826,266,1989,89847,2016,-0.255310298,-0.097672026,-0.16613203,-0.035063181,06037553601
2,3,1945,261,1976,221000,2015,-0.098680409,-0.069868987,-0.033846796,-0.001923207,06037550902
2,3,1945,261,1976,235000,2016,-0.098680409,-0.077135198,-0.010243416,-0.035364263,06037550902
1,2,771,266,1987,87700,2015,1.071139789,0.066773035,0.034645766,-0.031318936,060375513
1,2,771,266,1987,101400,2016,1.071139789,-0.068169948,-0.06585944,-0.033688784,060375513
1,3,1019,261,1953,65278,2015,-0.278057845,-0.139305006,-0.17184126,-0.016888462,060375532
1,3,1019,261,1953,66273,2016,-0.278057845,-0.142093594,-0.13653958,-0.046757028,060375532
2,3,1529,261,1953,130835,2015,-0.202585748,-0.018559729,-0.062460244,-0.034438513,060375532
2,3,1529,261,1953,132830,2016,-0.202585748,-0.041542279,-0.00594753,-0.024501102,060375532
1,2,818,261,1942,14870,2015,0.200869818,0.170997278,0.27393997,-0.053311013,06037532603
1,2,818,261,1942,15096,2016,0.200869818,0.187118986,0.23339865,-0.052149653,06037532603
2,3,1723,261,1939,150293,2015,2.281721625,0.514581432,0.939849,-0.043056555,06037533803
2,3,1723,261,1939,152584,2016,2.281721625,0.528063646,0.9023575,-0.031016465,06037533803
1,2,1387,261,1939,29551,2015,-0.386869042,-0.129530591,-0.16749597,-0.022175627,06037533804
1,2,1387,261,1939,30001,2016,-0.386869042,-0.124889087,-0.12815177,-0.044512227,06037533804
1,2,840,261,1955,21377,2015,0.038897281,-0.003452908,0.060640216,-0.045043245,06037533806
1,2,840,261,1955,21702,2016,0.038897281,-0.000210832,0.009238452,-0.042184755,06037533806
4,5,2579,248,1930,101828,2015,1.091054645,0.357331781,0.76863074,-0.01509019,060375318
4,5,2579,248,1930,103380,2016,1.091054645,0.345276052,0.53450805,-0.005690929,060375318
3,3,1904,261,1953,51794,2015,0.211621208,0.063556616,0.10255471,-0.031199837,06037532102
3,3,1904,261,1953,52583,2016,0.211621208,0.073529784,0.09576514,0.009450115,06037532102
2,3,1675,261,1942,122397,2015,-0.181082199,-0.015610418,-0.020124555,-0.031265616,060375322
2,3,1675,261,1942,110256,2016,-0.181082199,0.021012827,0.021597475,-0.031505894,060375322
3,6,2338,246,1957,142485,2015,-1.008736155,-0.295511395,-0.4858508,-0.014652912,06037534002
3,6,2338,246,1957,144657,2016,-1.008736155,-0.273532987,-0.4807455,-0.028848313,06037534002
1,2,840,261,1950,19354,2015,0.240141319,-0.116795862,-0.13103968,-0.020746764,06037550601
1,2,840,261,1950,19649,2016,0.240141319,-0.09379126,-0.15725124,-0.035441052,06037550601
2,4,1448,261,1950,110281,2015,0.358150647,0.079048644,0.011840791,-0.011328772,060375007
2,4,1448,261,1950,111962,2016,0.358150647,0.099041196,0.030408561,-0.043041699,060375007
4,4,2621,261,1957,254995,2015,2.752436397,0.871285939,0.8113011,0.00828591,06037502402
4,4,2621,261,1957,258883,2016,2.752436397,0.874337035,0.8488798,0.028525066,06037502402
2,5,1185,261,1953,145041,2015,-0.187117004,-0.130471266,-0.16680515,-0.015857358,06037502402
2,5,1185,261,1953,147252,2016,-0.187117004,-0.137073014,-0.20121425,-0.032547899,06037502402
1,2,785,261,1950,77665,2015,0.055555742,0.016196478,-0.00766319,-0.040030193,06037502602
1,2,785,261,1950,78849,2016,0.055555742,0.013459921,-0.031825185,-0.042077363,06037502602
1,3,1038,261,1946,92326,2015,0.296270857,0.181619721,0.17606881,-0.015906122,06037502602
1,3,1038,261,1946,93733,2016,0.296270857,0.210388846,0.22047335,-0.055352658,06037502602
2,2,1530,261,1949,83540,2015,-0.049866433,0.048031981,0.1299271,-0.03289181,06037502602
2,2,1530,261,1949,84813,2016,-0.049866433,0.024946142,0.13152274,-0.016798329,06037502602
2,3,1832,261,1953,279636,2015,-0.309846337,-0.231869943,-0.24351805,-0.018087255,060375505
2,3,1832,261,1953,283900,2016,-0.309846337,-0.220883789,-0.23094898,-0.04274784,060375505
1,2,861,261,1950,48328,2015,-0.05852335,0.228556709,0.27727216,-0.023166468,060375546
1,2,861,261,1950,49065,2016,-0.05852335,0.221705346,0.27726334,-0.045716051,060375546
3,5,2278,261,1966,231157,2015,-0.030890629,-0.04738964,-0.056725025,0.002632286,06037554522
3,5,2278,261,1966,234682,2016,-0.030890629,-0.039734612,-0.043911457,-0.041532654,06037554522
2,4,1658,261,1970,102827,2015,-0.386869042,-0.041381791,-0.043323874,0.002428163,06037554516
2,4,1658,261,1970,104395,2016,-0.386869042,-0.055770327,-0.0568828,-0.040793125,06037554516
2,4,1550,261,1971,125248,2015,-0.280052998,-0.081276752,-0.11769819,-0.001043297,06037554515
2,4,1550,261,1971,127158,2016,-0.280052998,-0.083246686,-0.1089561,-0.04223042,06037554515
1,3,1003,261,1947,59674,2015,0.005996748,0.055087802,0.053660125,-0.011189289,06037555001
1,3,1003,261,1947,60584,2016,0.005996748,0.052046364,0.08374661,-0.054483168,06037555001
2,3,1360,261,1953,155454,2015,-0.108061062,-0.120149524,-0.08315706,-0.042159084,060375737
2,3,1360,261,1953,157824,2016,-0.108061062,-0.108965644,-0.09636301,-0.022520684,060375737
1,3,1218,261,1953,62184,2015,0.363860671,0.134244535,0.08588007,-0.013746861,060375738
1,3,1218,261,1953,63132,2016,0.363860671,0.143598727,0.09827405,-0.036253162,060375738
2,1,2013,246,1930,120869,2015,-0.193755289,-0.062661378,-0.10039288,0.009373609,06037570202
2,1,2013,247,1930,122712,2016,-0.193755289,-0.043518826,-0.07711637,-0.047070816,06037570202
2,4,1444,261,1942,31392,2015,-0.083921843,-0.03576559,-0.0905987,-0.023172187,06037571503
2,4,1444,261,1942,31870,2016,-0.083921843,-0.024019614,-0.07512748,-0.029893057,06037571503
3,4,2555,261,1950,275000,2015,0.13514157,-0.096047284,-0.14352286,-0.023967305,06037571502
3,4,2555,261,1950,311456,2016,0.13514157,-0.08728873,-0.07313979,-0.00666666,06037571502
1,2,1268,261,1949,48862,2015,-0.19300463,-0.097769069,-0.053442717,-0.035034634,06037571502
1,2,1268,261,1949,49607,2016,-0.19300463,-0.072638908,-0.11929166,-0.034236878,06037571502
2,3,2279,261,1950,178681,2015,0.065137835,-0.032157517,-0.030143738,-0.029185535,060375719
2,3,2279,261,1950,181405,2016,0.065137835,-0.032932165,-0.029300034,-0.011209946,060375719
2,2,1456,261,1936,38119,2015,0.36356917,0.230484552,0.24879935,-0.037447698,06037572001
2,2,1456,261,1936,38700,2016,0.36356917,0.214445058,0.21705663,-0.042731039,06037572001
1,2,1530,261,1952,98110,2015,-0.120130671,0.010327628,-0.009882152,-0.008438919,06037570702
1,2,1530,261,1952,99606,2016,-0.120130671,0.023557005,-0.005962968,-0.043697279,06037570702
1,2,873,266,1969,41400,2015,-0.311433982,0.083649552,0.027954489,-0.053608965,06037570603
1,2,873,266,1969,60000,2016,-0.311433982,-0.008539947,-0.074210405,-0.043534491,06037570603
1,2,800,269,1974,81953,2015,-0.772450075,-0.196165403,-0.18637305,-0.054977737,06037554405
1,2,800,269,1974,83202,2016,-0.772450075,-0.158342709,-0.14987546,-0.039574962,06037554405
2,3,1371,261,1944,92416,2015,0.13514157,-0.026578031,-0.012977243,-0.031532709,06037570003
2,3,1371,261,1944,93825,2016,0.13514157,-0.01924594,-0.011725307,-0.032585483,06037570003
2,4,1334,261,1950,47306,2015,-0.082411378,-0.002152887,0.020995528,-0.008769244,06037571101
2,4,1334,261,1950,48027,2016,-0.082411378,0.009606235,0.02602446,-0.040414445,06037571101
2,5,1596,261,1950,55872,2015,-0.309840812,0.014583502,0.008124352,-0.007020693,06037571101
2,5,1596,261,1950,56724,2016,-0.309840812,0.042796058,0.011955082,-0.031735193,06037571101
2,3,2011,261,1941,165686,2015,-1.321505281,-0.346804232,-0.56262934,-0.047184534,06037571201
2,3,2011,261,1941,168212,2016,-1.321505281,-0.347517455,-0.527081,-0.017330425,06037571201
2,2,1628,261,1953,105522,2015,-0.249275493,-0.073132351,-0.0535447,-0.031219475,060375712
2,2,1628,261,1953,107131,2016,-0.249275493,-0.082571837,-0.054148853,-0.005225036,060375712
1,2,907,261,1950,75002,2015,-0.089956648,-0.03389753,-0.07288349,-0.04801511,060375737
1,2,907,261,1950,76145,2016,-0.089956648,-0.062266039,-0.077997446,-0.037952896,060375737
1,3,1008,261,1949,99453,2015,-0.267983388,-0.158126197,-0.1591903,-0.023063969,06037573602
1,3,1008,261,1949,100969,2016,-0.267983388,-0.158652973,-0.17894608,-0.039552774,06037573602
1,3,1120,261,1947,71081,2015,-0.242637208,0.006164498,-0.00567466,-0.021745937,06037573601
1,3,1120,261,1947,72164,2016,-0.242637208,-0.032291614,-0.023449719,-0.037210949,06037573601
3,5,2193,261,1951,51584,2015,-0.015325369,0.099836578,0.12456554,-0.028750658,060375741
3,5,2193,261,1951,52370,2016,-0.015325369,0.101695609,0.15109295,-0.004737038,060375741
2,2,834,266,1985,124902,2015,-0.175047395,-0.29411418,-0.32959962,-0.043176401,060375721
2,2,834,266,1985,126806,2016,-0.175047395,-0.286708336,-0.39853317,-0.043962255,060375721
2,4,1718,261,1954,114251,2015,-0.07374629,-0.025876174,-0.023960888,-0.029178746,060375743
2,4,1718,261,1954,115993,2016,-0.07374629,-0.031385495,-0.04954368,-0.028758146,060375743
2,3,1191,266,1974,122694,2015,-0.089956648,-0.067454355,-0.051893532,-0.043040361,06037573902
2,3,1191,266,1974,132388,2016,-0.089956648,-0.075814915,-0.044861794,-0.03631752,06037573902
2,3,1826,261,1954,151056,2015,0.091859873,0.006405846,-0.02344799,-0.040459067,060375745
2,3,1826,261,1954,153359,2016,0.091859873,0.024387432,-0.000664949,-0.015391327,060375745
3,2,2074,266,1981,409723,2015,0.46403843,0.089922912,0.10619807,-0.023525421,06037574602
3,2,2074,266,1981,409723,2015,0.072071784,0.089922912,0.10619807,-0.023525421,06037574602
3,2,2074,266,1981,415971,2016,0.46403843,0.088136352,0.088301,0.019909646,06037574602
3,2,2074,266,1981,415971,2016,0.072071784,0.088136352,0.088301,0.019909646,06037574602
3,3,2560,269,1998,402684,2015,0.730476311,0.342626235,0.6276307,-0.003178757,06037577603
3,3,2560,269,1998,408824,2016,0.730476311,0.34317152,0.5265408,0.016036887,06037577603
1,3,1144,261,1944,14658,2015,0.685515765,0.255882178,0.4682993,-0.021217311,06037577604
1,3,1144,261,1944,14881,2016,0.685515765,0.272028711,0.40519008,-0.031195203,06037577604
4,2,2536,248,1931,190482,2015,-0.083921843,-0.047095132,-0.103423834,0.008926492,060375771
4,2,2536,248,1931,193386,2016,-0.083921843,-0.044516273,-0.100372076,0.009056885,060375771
2,2,842,266,1988,60128,2015,-0.242637208,-0.082788561,-0.08813298,-0.045314141,06037575101
2,2,842,266,1988,61044,2016,-0.242637208,-0.082137531,-0.089989305,-0.034964848,06037575101
4,2,1808,248,1922,130144,2015,-0.910690095,-0.373463972,-0.4653926,-0.084286481,06037576901
4,2,1808,248,1922,132128,2016,-0.910690095,-0.368335547,-0.39529788,-0.084562115,06037576901
2,1,1290,266,1984,460000,2015,-0.218124242,0.012783387,0.002178192,-0.037950087,06037576602
2,1,1290,266,1984,467015,2016,-0.218124242,0.000424348,-0.005881667,-0.033202089,06037576602
1,0,536,266,1925,56266,2015,-0.230617725,-0.061836215,-0.06259799,-0.041379996,06037575902
1,0,536,266,1925,57124,2016,-0.230617725,-0.071329104,-0.060982466,-0.039581746,06037575902
2,4,1175,246,1912,75384,2015,-0.374195952,-0.190897326,-0.26353735,-0.046648402,060375762
2,4,1175,246,1912,76533,2016,-0.374195952,-0.18732376,-0.27375442,-0.027852859,060375762
2,3,1134,261,1980,85287,2015,-1.223054288,-0.157746974,-0.17437798,-0.02818482,06037570403
2,3,1134,261,1980,86587,2016,-1.223054288,-0.170262022,-0.19979739,-0.028070552,06037570403
2,2,736,266,1944,75180,2015,0.441709652,-0.006034494,-0.014159441,-0.044336487,06037543702
2,2,736,266,1944,76326,2016,0.441709652,0.007043784,-6.86e-05,-0.045335874,06037543702
2,3,1352,261,1959,95200,2015,-0.181505118,-0.040286118,-0.10204393,-0.034347594,06037543503
2,3,1352,261,1959,96651,2016,-0.181505118,-0.042291696,-0.11611658,-0.044051927,06037543503
1,1,656,266,1978,73000,2015,0.100880268,0.000881396,-0.021952271,-0.041889749,06037543502
1,1,656,266,1978,73000,2016,0.100880268,0.014777412,-0.005569816,-0.025426,06037543502
3,2,1185,266,1987,133000,2015,0.003928967,-0.174873637,-0.23306966,-0.03616963,060376508
3,2,1185,266,1987,148000,2016,0.003928967,-0.239971969,-0.19723952,-0.000529412,060376508
1,2,1090,261,1971,66400,2015,-0.095991452,-0.094894227,-0.086206734,-0.025774784,06037543322
1,2,1090,261,1971,66400,2016,-0.095991452,-0.095335437,-0.1285252,-0.040961951,06037543322
1,1,593,266,1973,52169,2015,-0.023573795,-0.04515622,-0.046414554,-0.041743778,06037543602
1,1,593,266,1973,52964,2016,-0.023573795,-0.009669336,-0.04339987,-0.029850319,06037543602
1,1,639,266,1973,90880,2015,-0.186764295,-0.113148767,-0.08481622,-0.040931482,06037543602
1,1,639,266,1973,92265,2016,-0.186764295,-0.096243374,-0.11961812,-0.030181151,06037543602
3,4,2082,261,1969,140393,2015,-0.286691283,-0.035863259,-0.004165649,-0.031030964,06037543603
3,4,2082,261,1969,142533,2016,-0.286691283,-0.033706059,0.005531311,0.016446408,06037543603
3,4,2424,261,1978,184681,2015,-0.374195952,0.099122996,0.10651514,0.003685761,060372963
3,4,2424,261,1978,187497,2016,-0.374195952,0.092376722,0.09886411,-0.031204008,060372963
1,3,1511,261,1924,15481,2015,-0.397768198,0.099189808,0.20186836,-0.023289867,06037221120
1,3,1511,261,1924,15717,2016,-0.397768198,0.13139144,0.32216895,-0.054454092,06037221120
1,2,925,261,1928,66599,2015,0.219871015,0.078047108,0.09973714,-0.049667068,06037297202
1,2,925,261,1928,67614,2016,0.219871015,0.081930177,0.023926824,-0.039004497,06037297202
3,3,1556,266,1987,222852,2015,-0.187117004,0.028840048,-0.03884983,-0.037614159,06037297601
3,3,1556,266,1987,226250,2016,-0.187117004,0.019653293,-0.039183617,-0.007261518,06037297601
2,2,1110,246,1931,27516,2015,0.453166945,0.25487507,0.47484562,-0.019575786,060375990
2,2,1110,246,1931,27935,2016,0.453166945,0.250003943,0.65689355,-0.090289786,060375990
0,0,646,246,1920,94635,2015,1.001136054,-0.03503449,-0.21361315,-0.038416818,060375990
0,0,646,246,1920,96078,2016,1.001136054,-0.023327935,-0.1385088,-0.035997,060375990
2,2,1618,266,1978,184154,2015,-0.162977785,-0.000860771,0.0327076,-0.038294911,06037621204
2,2,1618,266,1978,186962,2016,-0.162977785,-0.040595281,0.07575545,-0.024565365,06037621204
3,3,2143,266,1987,278800,2015,-0.406180417,-0.027273003,0.003900826,-0.014551748,06037621201
3,3,2143,266,1987,283051,2016,-0.406180417,-0.018683779,-0.076458275,-0.00037466,06037621201
3,3,1577,261,1955,144878,2015,-0.263108303,-0.171470463,-0.13600183,-0.048862733,06037650702
3,3,1577,261,1955,147087,2016,-0.263108303,-0.184322113,-0.12070477,-0.009132493,06037650702
2,3,1232,261,1959,106845,2015,-0.542636624,-0.171984172,-0.25428915,-0.049455035,06037650603
2,3,1232,261,1959,108474,2016,-0.542636624,-0.183960073,-0.26280993,-0.044488922,06037650603
1,3,1120,261,1954,24050,2015,0.904579178,0.123734986,0.22479865,-0.02717351,06037650502
1,3,1120,261,1954,24050,2015,-0.144087332,0.123734986,0.22479865,-0.02717351,06037650502
